T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2014-2015,,,,,,,
,,,,,,,
Year,Region,County Name,District Name,District Number,Charter Status,Gender,Enrollment
2014-2015,15,COKE COUNTY,ROBERT LEE ISD,041902,TRADITIONAL ISD/CSD,Female,140
2014-2015,15,COKE COUNTY,ROBERT LEE ISD,041902,TRADITIONAL ISD/CSD,Male,135
2014-2015,12,MCLENNAN COUNTY,ROBINSON ISD,161922,TRADITIONAL ISD/CSD,Female,1113
2014-2015,12,MCLENNAN COUNTY,ROBINSON ISD,161922,TRADITIONAL ISD/CSD,Male,1206
2014-2015,02,NUECES COUNTY,ROBSTOWN ISD,178909,TRADITIONAL ISD/CSD,Female,1401
2014-2015,02,NUECES COUNTY,ROBSTOWN ISD,178909,TRADITIONAL ISD/CSD,Male,1486
2014-2015,14,FISHER COUNTY,ROBY CISD,076903,TRADITIONAL ISD/CSD,Female,130
2014-2015,14,FISHER COUNTY,ROBY CISD,076903,TRADITIONAL ISD/CSD,Male,147
2014-2015,15,MCCULLOCH COUNTY,ROCHELLE ISD,160904,TRADITIONAL ISD/CSD,Female,110
2014-2015,15,MCCULLOCH COUNTY,ROCHELLE ISD,160904,TRADITIONAL ISD/CSD,Male,94
2014-2015,06,MILAM COUNTY,ROCKDALE ISD,166904,TRADITIONAL ISD/CSD,Female,767
2014-2015,06,MILAM COUNTY,ROCKDALE ISD,166904,TRADITIONAL ISD/CSD,Male,827
2014-2015,15,EDWARDS COUNTY,ROCKSPRINGS ISD,069901,TRADITIONAL ISD/CSD,Female,105
2014-2015,15,EDWARDS COUNTY,ROCKSPRINGS ISD,069901,TRADITIONAL ISD/CSD,Male,152
2014-2015,10,ROCKWALL COUNTY,ROCKWALL ISD,199901,TRADITIONAL ISD/CSD,Female,7288
2014-2015,10,ROCKWALL COUNTY,ROCKWALL ISD,199901,TRADITIONAL ISD/CSD,Male,7704
2014-2015,12,BELL COUNTY,ROGERS ISD,014907,TRADITIONAL ISD/CSD,Female,393
2014-2015,12,BELL COUNTY,ROGERS ISD,014907,TRADITIONAL ISD/CSD,Male,464
2014-2015,01,STARR COUNTY,ROMA ISD,214903,TRADITIONAL ISD/CSD,Female,3203
2014-2015,01,STARR COUNTY,ROMA ISD,214903,TRADITIONAL ISD/CSD,Male,3236
2014-2015,17,LUBBOCK COUNTY,ROOSEVELT ISD,152908,TRADITIONAL ISD/CSD,Female,518
2014-2015,17,LUBBOCK COUNTY,ROOSEVELT ISD,152908,TRADITIONAL ISD/CSD,Male,549
2014-2015,17,HOCKLEY COUNTY,ROPES ISD,110905,TRADITIONAL ISD/CSD,Female,148
2014-2015,17,HOCKLEY COUNTY,ROPES ISD,110905,TRADITIONAL ISD/CSD,Male,168
2014-2015,14,NOLAN COUNTY,ROSCOE COLLEGIATE ISD,177901,TRADITIONAL ISD/CSD,Female,258
2014-2015,14,NOLAN COUNTY,ROSCOE COLLEGIATE ISD,177901,TRADITIONAL ISD/CSD,Male,325
2014-2015,12,FALLS COUNTY,ROSEBUD-LOTT ISD,073905,TRADITIONAL ISD/CSD,Female,297
2014-2015,12,FALLS COUNTY,ROSEBUD-LOTT ISD,073905,TRADITIONAL ISD/CSD,Male,335
2014-2015,14,FISHER COUNTY,ROTAN ISD,076904,TRADITIONAL ISD/CSD,Female,126
2014-2015,14,FISHER COUNTY,ROTAN ISD,076904,TRADITIONAL ISD/CSD,Male,129
2014-2015,13,WILLIAMSON COUNTY,ROUND ROCK ISD,246909,TRADITIONAL ISD/CSD,Female,23020
2014-2015,13,WILLIAMSON COUNTY,ROUND ROCK ISD,246909,TRADITIONAL ISD/CSD,Male,24231
2014-2015,13,FAYETTE COUNTY,ROUND TOP-CARMINE ISD,075908,TRADITIONAL ISD/CSD,Female,171
2014-2015,13,FAYETTE COUNTY,ROUND TOP-CARMINE ISD,075908,TRADITIONAL ISD/CSD,Male,113
2014-2015,08,LAMAR COUNTY,ROXTON ISD,139908,TRADITIONAL ISD/CSD,Female,66
2014-2015,08,LAMAR COUNTY,ROXTON ISD,139908,TRADITIONAL ISD/CSD,Male,87
2014-2015,04,WALLER COUNTY,ROYAL ISD,237905,TRADITIONAL ISD/CSD,Female,1052
2014-2015,04,WALLER COUNTY,ROYAL ISD,237905,TRADITIONAL ISD/CSD,Male,1150
2014-2015,10,ROCKWALL COUNTY,ROYSE CITY ISD,199902,TRADITIONAL ISD/CSD,Female,2452
2014-2015,10,ROCKWALL COUNTY,ROYSE CITY ISD,199902,TRADITIONAL ISD/CSD,Male,2618
2014-2015,14,HASKELL COUNTY,RULE ISD,104903,TRADITIONAL ISD/CSD,Female,58
2014-2015,14,HASKELL COUNTY,RULE ISD,104903,TRADITIONAL ISD/CSD,Male,64
2014-2015,03,KARNES COUNTY,RUNGE ISD,128903,TRADITIONAL ISD/CSD,Female,156
2014-2015,03,KARNES COUNTY,RUNGE ISD,128903,TRADITIONAL ISD/CSD,Male,165
2014-2015,07,CHEROKEE COUNTY,RUSK ISD,037907,TRADITIONAL ISD/CSD,Female,1084
2014-2015,07,CHEROKEE COUNTY,RUSK ISD,037907,TRADITIONAL ISD/CSD,Male,1126
2014-2015,10,GRAYSON COUNTY,S AND S CISD,091914,TRADITIONAL ISD/CSD,Female,400
2014-2015,10,GRAYSON COUNTY,S AND S CISD,091914,TRADITIONAL ISD/CSD,Male,441
2014-2015,20,UVALDE COUNTY,SABINAL ISD,232902,TRADITIONAL ISD/CSD,Female,252
2014-2015,20,UVALDE COUNTY,SABINAL ISD,232902,TRADITIONAL ISD/CSD,Male,263
2014-2015,07,GREGG COUNTY,SABINE ISD,092906,TRADITIONAL ISD/CSD,Female,683
2014-2015,07,GREGG COUNTY,SABINE ISD,092906,TRADITIONAL ISD/CSD,Male,721
2014-2015,05,JEFFERSON COUNTY,SABINE PASS ISD,123913,TRADITIONAL ISD/CSD,Female,219
2014-2015,05,JEFFERSON COUNTY,SABINE PASS ISD,123913,TRADITIONAL ISD/CSD,Male,160
2014-2015,09,MONTAGUE COUNTY,SAINT JO ISD,169911,TRADITIONAL ISD/CSD,Female,134
2014-2015,09,MONTAGUE COUNTY,SAINT JO ISD,169911,TRADITIONAL ISD/CSD,Male,123
2014-2015,12,BELL COUNTY,SALADO ISD,014908,TRADITIONAL ISD/CSD,Female,745
2014-2015,12,BELL COUNTY,SALADO ISD,014908,TRADITIONAL ISD/CSD,Male,818
2014-2015,08,HOPKINS COUNTY,SALTILLO ISD,112909,TRADITIONAL ISD/CSD,Female,138
2014-2015,08,HOPKINS COUNTY,SALTILLO ISD,112909,TRADITIONAL ISD/CSD,Male,130
2014-2015,10,FANNIN COUNTY,SAM RAYBURN ISD,074917,TRADITIONAL ISD/CSD,Female,246
2014-2015,10,FANNIN COUNTY,SAM RAYBURN ISD,074917,TRADITIONAL ISD/CSD,Male,242
2014-2015,15,TOM GREEN COUNTY,SAN ANGELO ISD,226903,TRADITIONAL ISD/CSD,Female,7412
2014-2015,15,TOM GREEN COUNTY,SAN ANGELO ISD,226903,TRADITIONAL ISD/CSD,Male,7743
2014-2015,20,BEXAR COUNTY,SAN ANTONIO ISD,015907,TRADITIONAL ISD/CSD,Female,26322
2014-2015,20,BEXAR COUNTY,SAN ANTONIO ISD,015907,TRADITIONAL ISD/CSD,Male,27428
2014-2015,20,BEXAR COUNTY,SAN ANTONIO SCHOOL FOR INQUIRY & C,015820,OPEN ENROLLMENT CHARTER,Female,224
2014-2015,20,BEXAR COUNTY,SAN ANTONIO SCHOOL FOR INQUIRY & C,015820,OPEN ENROLLMENT CHARTER,Male,214
2014-2015,20,BEXAR COUNTY,SAN ANTONIO TECHNOLOGY ACADEMY,015823,OPEN ENROLLMENT CHARTER,Female,27
2014-2015,20,BEXAR COUNTY,SAN ANTONIO TECHNOLOGY ACADEMY,015823,OPEN ENROLLMENT CHARTER,Male,31
2014-2015,07,SAN AUGUSTINE COUNTY,SAN AUGUSTINE ISD,203901,TRADITIONAL ISD/CSD,Female,383
2014-2015,07,SAN AUGUSTINE COUNTY,SAN AUGUSTINE ISD,203901,TRADITIONAL ISD/CSD,Male,385
2014-2015,01,CAMERON COUNTY,SAN BENITO CISD,031912,TRADITIONAL ISD/CSD,Female,5318
2014-2015,01,CAMERON COUNTY,SAN BENITO CISD,031912,TRADITIONAL ISD/CSD,Male,5717
2014-2015,02,DUVAL COUNTY,SAN DIEGO ISD,066902,TRADITIONAL ISD/CSD,Female,686
2014-2015,02,DUVAL COUNTY,SAN DIEGO ISD,066902,TRADITIONAL ISD/CSD,Male,725
2014-2015,19,EL PASO COUNTY,SAN ELIZARIO ISD,071904,TRADITIONAL ISD/CSD,Female,2003
2014-2015,19,EL PASO COUNTY,SAN ELIZARIO ISD,071904,TRADITIONAL ISD/CSD,Male,2048
2014-2015,15,VAL VERDE COUNTY,SAN FELIPE-DEL RIO CISD,233901,TRADITIONAL ISD/CSD,Female,5166
2014-2015,15,VAL VERDE COUNTY,SAN FELIPE-DEL RIO CISD,233901,TRADITIONAL ISD/CSD,Male,5500
2014-2015,01,STARR COUNTY,SAN ISIDRO ISD,214902,TRADITIONAL ISD/CSD,Female,107
2014-2015,01,STARR COUNTY,SAN ISIDRO ISD,214902,TRADITIONAL ISD/CSD,Male,133
2014-2015,13,HAYS COUNTY,SAN MARCOS CISD,105902,TRADITIONAL ISD/CSD,Female,3686
2014-2015,13,HAYS COUNTY,SAN MARCOS CISD,105902,TRADITIONAL ISD/CSD,Male,4069
2014-2015,01,WILLACY COUNTY,SAN PERLITA ISD,245904,TRADITIONAL ISD/CSD,Female,132
2014-2015,01,WILLACY COUNTY,SAN PERLITA ISD,245904,TRADITIONAL ISD/CSD,Male,149
2014-2015,15,SAN SABA COUNTY,SAN SABA ISD,206901,TRADITIONAL ISD/CSD,Female,371
2014-2015,15,SAN SABA COUNTY,SAN SABA ISD,206901,TRADITIONAL ISD/CSD,Male,341
2014-2015,18,BREWSTER COUNTY,SAN VICENTE ISD,022903,TRADITIONAL ISD/CSD,Female,17
2014-2015,18,BREWSTER COUNTY,SAN VICENTE ISD,022903,TRADITIONAL ISD/CSD,Male,12
2014-2015,17,DAWSON COUNTY,SANDS CISD,058909,TRADITIONAL ISD/CSD,Female,101
2014-2015,17,DAWSON COUNTY,SANDS CISD,058909,TRADITIONAL ISD/CSD,Male,137
2014-2015,16,HUTCHINSON COUNTY,SANFORD-FRITCH ISD,117903,TRADITIONAL ISD/CSD,Female,393
2014-2015,16,HUTCHINSON COUNTY,SANFORD-FRITCH ISD,117903,TRADITIONAL ISD/CSD,Male,437
2014-2015,11,DENTON COUNTY,SANGER ISD,061908,TRADITIONAL ISD/CSD,Female,1247
2014-2015,11,DENTON COUNTY,SANGER ISD,061908,TRADITIONAL ISD/CSD,Male,1398
2014-2015,15,COLEMAN COUNTY,SANTA ANNA ISD,042903,TRADITIONAL ISD/CSD,Female,133
2014-2015,15,COLEMAN COUNTY,SANTA ANNA ISD,042903,TRADITIONAL ISD/CSD,Male,132
2014-2015,04,GALVESTON COUNTY,SANTA FE ISD,084909,TRADITIONAL ISD/CSD,Female,2233
2014-2015,04,GALVESTON COUNTY,SANTA FE ISD,084909,TRADITIONAL ISD/CSD,Male,2426
2014-2015,02,KLEBERG COUNTY,SANTA GERTRUDIS ISD,137904,TRADITIONAL ISD/CSD,Female,305
2014-2015,02,KLEBERG COUNTY,SANTA GERTRUDIS ISD,137904,TRADITIONAL ISD/CSD,Male,325
2014-2015,01,CAMERON COUNTY,SANTA MARIA ISD,031913,TRADITIONAL ISD/CSD,Female,371
2014-2015,01,CAMERON COUNTY,SANTA MARIA ISD,031913,TRADITIONAL ISD/CSD,Male,348
2014-2015,01,CAMERON COUNTY,SANTA ROSA ISD,031914,TRADITIONAL ISD/CSD,Female,538
2014-2015,01,CAMERON COUNTY,SANTA ROSA ISD,031914,TRADITIONAL ISD/CSD,Male,612
2014-2015,11,PALO PINTO COUNTY,SANTO ISD,182904,TRADITIONAL ISD/CSD,Female,227
2014-2015,11,PALO PINTO COUNTY,SANTO ISD,182904,TRADITIONAL ISD/CSD,Male,252
2014-2015,10,FANNIN COUNTY,SAVOY ISD,074911,TRADITIONAL ISD/CSD,Female,138
2014-2015,10,FANNIN COUNTY,SAVOY ISD,074911,TRADITIONAL ISD/CSD,Male,150
2014-2015,20,GUADALUPE COUNTY,SCHERTZ-CIBOLO-U CITY ISD,094902,TRADITIONAL ISD/CSD,Female,7084
2014-2015,20,GUADALUPE COUNTY,SCHERTZ-CIBOLO-U CITY ISD,094902,TRADITIONAL ISD/CSD,Male,7554
2014-2015,15,SCHLEICHER COUNTY,SCHLEICHER ISD,207901,TRADITIONAL ISD/CSD,Female,291
2014-2015,15,SCHLEICHER COUNTY,SCHLEICHER ISD,207901,TRADITIONAL ISD/CSD,Male,307
2014-2015,20,BEXAR COUNTY,SCHOOL OF EXCELLENCE IN EDUCATION,015806,OPEN ENROLLMENT CHARTER,Female,550
2014-2015,20,BEXAR COUNTY,SCHOOL OF EXCELLENCE IN EDUCATION,015806,OPEN ENROLLMENT CHARTER,Male,565
2014-2015,20,BEXAR COUNTY,SCHOOL OF SCIENCE AND TECHNOLOGY,015827,OPEN ENROLLMENT CHARTER,Female,378
2014-2015,20,BEXAR COUNTY,SCHOOL OF SCIENCE AND TECHNOLOGY,015827,OPEN ENROLLMENT CHARTER,Male,466
2014-2015,20,BEXAR COUNTY,SCHOOL OF SCIENCE AND TECHNOLOGY D,015831,OPEN ENROLLMENT CHARTER,Female,511
2014-2015,20,BEXAR COUNTY,SCHOOL OF SCIENCE AND TECHNOLOGY D,015831,OPEN ENROLLMENT CHARTER,Male,571
2014-2015,13,FAYETTE COUNTY,SCHULENBURG ISD,075903,TRADITIONAL ISD/CSD,Female,362
2014-2015,13,FAYETTE COUNTY,SCHULENBURG ISD,075903,TRADITIONAL ISD/CSD,Male,351
2014-2015,10,KAUFMAN COUNTY,SCURRY-ROSSER ISD,129910,TRADITIONAL ISD/CSD,Female,497
2014-2015,10,KAUFMAN COUNTY,SCURRY-ROSSER ISD,129910,TRADITIONAL ISD/CSD,Male,508
2014-2015,17,GAINES COUNTY,SEAGRAVES ISD,083901,TRADITIONAL ISD/CSD,Female,285
2014-2015,17,GAINES COUNTY,SEAGRAVES ISD,083901,TRADITIONAL ISD/CSD,Male,313
2014-2015,06,AUSTIN COUNTY,SEALY ISD,008902,TRADITIONAL ISD/CSD,Female,1344
2014-2015,06,AUSTIN COUNTY,SEALY ISD,008902,TRADITIONAL ISD/CSD,Male,1459
2014-2015,02,NUECES COUNTY,SEASHORE CHARTER SCHOOLS,178808,OPEN ENROLLMENT CHARTER,Female,236
2014-2015,02,NUECES COUNTY,SEASHORE CHARTER SCHOOLS,178808,OPEN ENROLLMENT CHARTER,Male,235
2014-2015,13,GUADALUPE COUNTY,SEGUIN ISD,094901,TRADITIONAL ISD/CSD,Female,3664
2014-2015,13,GUADALUPE COUNTY,SEGUIN ISD,094901,TRADITIONAL ISD/CSD,Male,3795
2014-2015,17,GAINES COUNTY,SEMINOLE ISD,083903,TRADITIONAL ISD/CSD,Female,1381
2014-2015,17,GAINES COUNTY,SEMINOLE ISD,083903,TRADITIONAL ISD/CSD,Male,1450
2014-2015,04,HARRIS COUNTY,SER-NINOS CHARTER SCHOOL,101802,OPEN ENROLLMENT CHARTER,Female,516
2014-2015,04,HARRIS COUNTY,SER-NINOS CHARTER SCHOOL,101802,OPEN ENROLLMENT CHARTER,Male,515
2014-2015,09,BAYLOR COUNTY,SEYMOUR ISD,012901,TRADITIONAL ISD/CSD,Female,280
2014-2015,09,BAYLOR COUNTY,SEYMOUR ISD,012901,TRADITIONAL ISD/CSD,Male,314
2014-2015,17,LUBBOCK COUNTY,SHALLOWATER ISD,152909,TRADITIONAL ISD/CSD,Female,819
2014-2015,17,LUBBOCK COUNTY,SHALLOWATER ISD,152909,TRADITIONAL ISD/CSD,Male,838
2014-2015,16,WHEELER COUNTY,SHAMROCK ISD,242902,TRADITIONAL ISD/CSD,Female,199
2014-2015,16,WHEELER COUNTY,SHAMROCK ISD,242902,TRADITIONAL ISD/CSD,Male,248
2014-2015,01,HIDALGO COUNTY,SHARYLAND ISD,108911,TRADITIONAL ISD/CSD,Female,4940
2014-2015,01,HIDALGO COUNTY,SHARYLAND ISD,108911,TRADITIONAL ISD/CSD,Male,5340
2014-2015,20,BEXAR COUNTY,SHEKINAH RADIANCE ACADEMY,015819,OPEN ENROLLMENT CHARTER,Female,367
2014-2015,20,BEXAR COUNTY,SHEKINAH RADIANCE ACADEMY,015819,OPEN ENROLLMENT CHARTER,Male,382
2014-2015,07,SHELBY COUNTY,SHELBYVILLE ISD,210903,TRADITIONAL ISD/CSD,Female,396
2014-2015,07,SHELBY COUNTY,SHELBYVILLE ISD,210903,TRADITIONAL ISD/CSD,Male,436
2014-2015,04,HARRIS COUNTY,SHELDON ISD,101924,TRADITIONAL ISD/CSD,Female,3880
2014-2015,04,HARRIS COUNTY,SHELDON ISD,101924,TRADITIONAL ISD/CSD,Male,4083
2014-2015,06,SAN JACINTO COUNTY,SHEPHERD ISD,204904,TRADITIONAL ISD/CSD,Female,929
2014-2015,06,SAN JACINTO COUNTY,SHEPHERD ISD,204904,TRADITIONAL ISD/CSD,Male,995
2014-2015,10,GRAYSON COUNTY,SHERMAN ISD,091906,TRADITIONAL ISD/CSD,Female,3522
2014-2015,10,GRAYSON COUNTY,SHERMAN ISD,091906,TRADITIONAL ISD/CSD,Male,3641
2014-2015,03,LAVACA COUNTY,SHINER ISD,143903,TRADITIONAL ISD/CSD,Female,283
2014-2015,03,LAVACA COUNTY,SHINER ISD,143903,TRADITIONAL ISD/CSD,Male,320
2014-2015,14,COMANCHE COUNTY,SIDNEY ISD,047905,TRADITIONAL ISD/CSD,Female,72
2014-2015,14,COMANCHE COUNTY,SIDNEY ISD,047905,TRADITIONAL ISD/CSD,Male,80
2014-2015,19,HUDSPETH COUNTY,SIERRA BLANCA ISD,115902,TRADITIONAL ISD/CSD,Female,66
2014-2015,19,HUDSPETH COUNTY,SIERRA BLANCA ISD,115902,TRADITIONAL ISD/CSD,Male,74
2014-2015,05,HARDIN COUNTY,SILSBEE ISD,100904,TRADITIONAL ISD/CSD,Female,1336
2014-2015,05,HARDIN COUNTY,SILSBEE ISD,100904,TRADITIONAL ISD/CSD,Male,1451
2014-2015,16,BRISCOE COUNTY,SILVERTON ISD,023902,TRADITIONAL ISD/CSD,Female,83
2014-2015,16,BRISCOE COUNTY,SILVERTON ISD,023902,TRADITIONAL ISD/CSD,Male,102
2014-2015,08,BOWIE COUNTY,SIMMS ISD,019909,TRADITIONAL ISD/CSD,Female,244
2014-2015,08,BOWIE COUNTY,SIMMS ISD,019909,TRADITIONAL ISD/CSD,Male,263
2014-2015,02,SAN PATRICIO COUNTY,SINTON ISD,205906,TRADITIONAL ISD/CSD,Female,1053
2014-2015,02,SAN PATRICIO COUNTY,SINTON ISD,205906,TRADITIONAL ISD/CSD,Male,1137
2014-2015,11,COOKE COUNTY,SIVELLS BEND ISD,049909,TRADITIONAL ISD/CSD,Female,35
2014-2015,11,COOKE COUNTY,SIVELLS BEND ISD,049909,TRADITIONAL ISD/CSD,Male,27
2014-2015,02,BEE COUNTY,SKIDMORE-TYNAN ISD,013905,TRADITIONAL ISD/CSD,Female,401
2014-2015,02,BEE COUNTY,SKIDMORE-TYNAN ISD,013905,TRADITIONAL ISD/CSD,Male,404
2014-2015,17,LUBBOCK COUNTY,SLATON ISD,152903,TRADITIONAL ISD/CSD,Female,645
2014-2015,17,LUBBOCK COUNTY,SLATON ISD,152903,TRADITIONAL ISD/CSD,Male,676
2014-2015,11,WISE COUNTY,SLIDELL ISD,249908,TRADITIONAL ISD/CSD,Female,128
2014-2015,11,WISE COUNTY,SLIDELL ISD,249908,TRADITIONAL ISD/CSD,Male,121
2014-2015,07,ANDERSON COUNTY,SLOCUM ISD,001909,TRADITIONAL ISD/CSD,Female,192
2014-2015,07,ANDERSON COUNTY,SLOCUM ISD,001909,TRADITIONAL ISD/CSD,Male,197
2014-2015,13,BASTROP COUNTY,SMITHVILLE ISD,011904,TRADITIONAL ISD/CSD,Female,862
2014-2015,13,BASTROP COUNTY,SMITHVILLE ISD,011904,TRADITIONAL ISD/CSD,Male,901
2014-2015,17,HOCKLEY COUNTY,SMYER ISD,110906,TRADITIONAL ISD/CSD,Female,191
2014-2015,17,HOCKLEY COUNTY,SMYER ISD,110906,TRADITIONAL ISD/CSD,Male,214
2014-2015,06,BURLESON COUNTY,SNOOK ISD,026903,TRADITIONAL ISD/CSD,Female,263
2014-2015,06,BURLESON COUNTY,SNOOK ISD,026903,TRADITIONAL ISD/CSD,Male,254
2014-2015,14,SCURRY COUNTY,SNYDER ISD,208902,TRADITIONAL ISD/CSD,Female,1374
2014-2015,14,SCURRY COUNTY,SNYDER ISD,208902,TRADITIONAL ISD/CSD,Male,1515
2014-2015,19,EL PASO COUNTY,SOCORRO ISD,071909,TRADITIONAL ISD/CSD,Female,21728
2014-2015,19,EL PASO COUNTY,SOCORRO ISD,071909,TRADITIONAL ISD/CSD,Male,22833
2014-2015,20,BEXAR COUNTY,SOMERSET ISD,015909,TRADITIONAL ISD/CSD,Female,1940
2014-2015,20,BEXAR COUNTY,SOMERSET ISD,015909,TRADITIONAL ISD/CSD,Male,2024
2014-2015,06,BURLESON COUNTY,SOMERVILLE ISD,026902,TRADITIONAL ISD/CSD,Female,222
2014-2015,06,BURLESON COUNTY,SOMERVILLE ISD,026902,TRADITIONAL ISD/CSD,Male,246
2014-2015,15,SUTTON COUNTY,SONORA ISD,218901,TRADITIONAL ISD/CSD,Female,440
2014-2015,15,SUTTON COUNTY,SONORA ISD,218901,TRADITIONAL ISD/CSD,Male,479
2014-2015,17,LUBBOCK COUNTY,SOUTH PLAINS ACADEMY CHARTER DISTR,152803,OPEN ENROLLMENT CHARTER,Female,107
2014-2015,17,LUBBOCK COUNTY,SOUTH PLAINS ACADEMY CHARTER DISTR,152803,OPEN ENROLLMENT CHARTER,Male,99
2014-2015,20,BEXAR COUNTY,SOUTH SAN ANTONIO ISD,015908,TRADITIONAL ISD/CSD,Female,4785
2014-2015,20,BEXAR COUNTY,SOUTH SAN ANTONIO ISD,015908,TRADITIONAL ISD/CSD,Male,5175
2014-2015,01,HIDALGO COUNTY,SOUTH TEXAS EDUCATIONAL TECHNOLOGI,108802,OPEN ENROLLMENT CHARTER,Female,593
2014-2015,01,HIDALGO COUNTY,SOUTH TEXAS EDUCATIONAL TECHNOLOGI,108802,OPEN ENROLLMENT CHARTER,Male,532
2014-2015,01,CAMERON COUNTY,SOUTH TEXAS ISD,031916,TRADITIONAL ISD/CSD,Female,1769
2014-2015,01,CAMERON COUNTY,SOUTH TEXAS ISD,031916,TRADITIONAL ISD/CSD,Male,1607
2014-2015,17,GARZA COUNTY,SOUTHLAND ISD,085903,TRADITIONAL ISD/CSD,Female,67
2014-2015,17,GARZA COUNTY,SOUTHLAND ISD,085903,TRADITIONAL ISD/CSD,Male,90
2014-2015,20,BEXAR COUNTY,SOUTHSIDE ISD,015917,TRADITIONAL ISD/CSD,Female,2558
2014-2015,20,BEXAR COUNTY,SOUTHSIDE ISD,015917,TRADITIONAL ISD/CSD,Male,2777
2014-2015,20,BEXAR COUNTY,SOUTHWEST ISD,015912,TRADITIONAL ISD/CSD,Female,6548
2014-2015,20,BEXAR COUNTY,SOUTHWEST ISD,015912,TRADITIONAL ISD/CSD,Male,6976
2014-2015,20,BEXAR COUNTY,SOUTHWEST PREPARATORY SCHOOL,015807,OPEN ENROLLMENT CHARTER,Female,477
2014-2015,20,BEXAR COUNTY,SOUTHWEST PREPARATORY SCHOOL,015807,OPEN ENROLLMENT CHARTER,Male,421
2014-2015,04,HARRIS COUNTY,SOUTHWEST SCHOOL,101838,OPEN ENROLLMENT CHARTER,Female,987
2014-2015,04,HARRIS COUNTY,SOUTHWEST SCHOOL,101838,OPEN ENROLLMENT CHARTER,Male,1004
2014-2015,16,HANSFORD COUNTY,SPEARMAN ISD,098904,TRADITIONAL ISD/CSD,Female,424
2014-2015,16,HANSFORD COUNTY,SPEARMAN ISD,098904,TRADITIONAL ISD/CSD,Male,455
2014-2015,06,MONTGOMERY COUNTY,SPLENDORA ISD,170907,TRADITIONAL ISD/CSD,Female,1820
2014-2015,06,MONTGOMERY COUNTY,SPLENDORA ISD,170907,TRADITIONAL ISD/CSD,Male,1809
2014-2015,04,HARRIS COUNTY,SPRING BRANCH ISD,101920,TRADITIONAL ISD/CSD,Female,16978
2014-2015,04,HARRIS COUNTY,SPRING BRANCH ISD,101920,TRADITIONAL ISD/CSD,Male,18132
2014-2015,16,HUTCHINSON COUNTY,SPRING CREEK ISD,117907,TRADITIONAL ISD/CSD,Female,51
2014-2015,16,HUTCHINSON COUNTY,SPRING CREEK ISD,117907,TRADITIONAL ISD/CSD,Male,55
2014-2015,07,GREGG COUNTY,SPRING HILL ISD,092907,TRADITIONAL ISD/CSD,Female,919
2014-2015,07,GREGG COUNTY,SPRING HILL ISD,092907,TRADITIONAL ISD/CSD,Male,961
2014-2015,04,HARRIS COUNTY,SPRING ISD,101919,TRADITIONAL ISD/CSD,Female,17809
2014-2015,04,HARRIS COUNTY,SPRING ISD,101919,TRADITIONAL ISD/CSD,Male,19141
2014-2015,17,LAMB COUNTY,SPRINGLAKE-EARTH ISD,140907,TRADITIONAL ISD/CSD,Female,176
2014-2015,17,LAMB COUNTY,SPRINGLAKE-EARTH ISD,140907,TRADITIONAL ISD/CSD,Male,209
2014-2015,11,PARKER COUNTY,SPRINGTOWN ISD,184902,TRADITIONAL ISD/CSD,Female,1627
2014-2015,11,PARKER COUNTY,SPRINGTOWN ISD,184902,TRADITIONAL ISD/CSD,Male,1730
2014-2015,17,DICKENS COUNTY,SPUR ISD,063903,TRADITIONAL ISD/CSD,Female,141
2014-2015,17,DICKENS COUNTY,SPUR ISD,063903,TRADITIONAL ISD/CSD,Male,139
2014-2015,05,TYLER COUNTY,SPURGER ISD,229905,TRADITIONAL ISD/CSD,Female,207
2014-2015,05,TYLER COUNTY,SPURGER ISD,229905,TRADITIONAL ISD/CSD,Male,206
2014-2015,10,DALLAS COUNTY,ST ANTHONY SCHOOL,057836,OPEN ENROLLMENT CHARTER,Female,160
2014-2015,10,DALLAS COUNTY,ST ANTHONY SCHOOL,057836,OPEN ENROLLMENT CHARTER,Male,148
2014-2015,02,BEE COUNTY,ST MARY'S ACADEMY CHARTER SCHOOL,013801,OPEN ENROLLMENT CHARTER,Female,243
2014-2015,02,BEE COUNTY,ST MARY'S ACADEMY CHARTER SCHOOL,013801,OPEN ENROLLMENT CHARTER,Male,207
2014-2015,04,FORT BEND COUNTY,STAFFORD MSD,079910,TRADITIONAL ISD/CSD,Female,1679
2014-2015,04,FORT BEND COUNTY,STAFFORD MSD,079910,TRADITIONAL ISD/CSD,Male,1733
2014-2015,14,JONES COUNTY,STAMFORD ISD,127906,TRADITIONAL ISD/CSD,Female,330
2014-2015,14,JONES COUNTY,STAMFORD ISD,127906,TRADITIONAL ISD/CSD,Male,340
2014-2015,18,MARTIN COUNTY,STANTON ISD,156902,TRADITIONAL ISD/CSD,Female,468
2014-2015,18,MARTIN COUNTY,STANTON ISD,156902,TRADITIONAL ISD/CSD,Male,499
2014-2015,04,HARRIS COUNTY,STEP CHARTER SCHOOL,101859,OPEN ENROLLMENT CHARTER,Female,156
2014-2015,04,HARRIS COUNTY,STEP CHARTER SCHOOL,101859,OPEN ENROLLMENT CHARTER,Male,185
2014-2015,07,NACOGDOCHES COUNTY,STEPHEN F AUSTIN STATE UNIVERSITY,174801,OPEN ENROLLMENT CHARTER,Female,125
